course_num,dept,catalog_num,course_name,topic,section_type,section_num,open_seats,total_seats,reserves,percentage,time_recorded
2710,SOCIOL,259S,"Contemporary South Africa",-,SEM,1,15,15,No,0.0,"2021-10-18 16:59:16.776040"
2710,SOCIOL,259S,"Contemporary South Africa",-,SEM,1,14,15,No,6.66666666666667,"2021-10-27 07:01:24.722516"
2710,SOCIOL,259S,"Contemporary South Africa",-,SEM,1,14,15,No,6.66666666666667,"2021-10-27 07:07:51.752840"
2710,SOCIOL,259S,"Contemporary South Africa",-,SEM,1,14,15,No,6.66666666666667,"2021-10-27 07:13:55.307517"
2710,SOCIOL,259S,"Contemporary South Africa",-,SEM,1,14,15,No,6.66666666666667,"2021-10-27 07:19:58.867872"
2710,SOCIOL,259S,"Contemporary South Africa",-,SEM,1,14,15,No,6.66666666666667,"2021-10-27 07:25:52.385688"
2710,SOCIOL,259S,"Contemporary South Africa",-,SEM,1,14,15,No,6.66666666666667,"2021-10-27 07:31:58.687843"
2710,SOCIOL,259S,"Contemporary South Africa",-,SEM,1,14,15,No,6.66666666666667,"2021-10-27 07:37:55.385765"
2710,SOCIOL,259S,"Contemporary South Africa",-,SEM,1,14,15,No,6.66666666666667,"2021-10-27 07:43:38.329462"
2710,SOCIOL,259S,"Contemporary South Africa",-,SEM,1,14,15,No,6.66666666666667,"2021-10-27 07:49:34.845213"
2710,SOCIOL,259S,"Contemporary South Africa",-,SEM,1,14,15,No,6.66666666666667,"2021-10-27 07:55:35.666250"
2710,SOCIOL,259S,"Contemporary South Africa",-,SEM,1,14,15,No,6.66666666666667,"2021-10-27 08:02:52.898880"
2710,SOCIOL,259S,"Contemporary South Africa",-,SEM,1,14,15,No,6.66666666666667,"2021-10-28 06:58:56.194576"
2710,SOCIOL,259S,"Contemporary South Africa",-,SEM,1,9,15,No,40.0,"2021-10-28 07:06:34.349690"
2710,SOCIOL,259S,"Contemporary South Africa",-,SEM,1,8,15,No,46.6666666666667,"2021-10-28 07:12:58.003943"
2710,SOCIOL,259S,"Contemporary South Africa",-,SEM,1,8,15,No,46.6666666666667,"2021-10-28 07:19:39.746128"
2710,SOCIOL,259S,"Contemporary South Africa",-,SEM,1,8,15,No,46.6666666666667,"2021-10-28 07:26:06.986449"
2710,SOCIOL,259S,"Contemporary South Africa",-,SEM,1,6,15,No,60.0,"2021-10-28 07:33:07.929526"
2710,SOCIOL,259S,"Contemporary South Africa",-,SEM,1,6,15,No,60.0,"2021-10-28 07:39:43.538252"
2710,SOCIOL,259S,"Contemporary South Africa",-,SEM,1,6,15,No,60.0,"2021-10-28 07:47:15.946490"
2710,SOCIOL,259S,"Contemporary South Africa",-,SEM,1,6,15,No,60.0,"2021-10-28 07:55:55.323783"
2710,SOCIOL,259S,"Contemporary South Africa",-,SEM,1,6,15,No,60.0,"2021-10-28 08:04:15.614164"
2710,SOCIOL,259S,"Contemporary South Africa",-,SEM,1,2,15,No,86.6666666666667,"2021-10-29 07:07:15.791660"
2710,SOCIOL,259S,"Contemporary South Africa",-,SEM,1,2,15,No,86.6666666666667,"2021-10-29 07:17:47.270863"
2710,SOCIOL,259S,"Contemporary South Africa",-,SEM,1,2,15,No,86.6666666666667,"2021-10-29 07:25:43.362891"
2710,SOCIOL,259S,"Contemporary South Africa",-,SEM,1,2,15,No,86.6666666666667,"2021-10-29 07:35:22.177832"
2710,SOCIOL,259S,"Contemporary South Africa",-,SEM,1,2,15,No,86.6666666666667,"2021-10-29 07:44:42.081940"
2710,SOCIOL,259S,"Contemporary South Africa",-,SEM,1,2,15,No,86.6666666666667,"2021-10-29 07:52:59.271176"
2710,SOCIOL,259S,"Contemporary South Africa",-,SEM,1,2,15,No,86.6666666666667,"2021-10-29 08:01:48.929446"
2710,SOCIOL,259S,"Contemporary South Africa",-,SEM,1,0,15,No,100.0,"2021-11-01 07:01:34.729502"
2710,SOCIOL,259S,"Contemporary South Africa",-,SEM,1,0,15,No,100.0,"2021-11-01 07:08:21.220706"
2710,SOCIOL,259S,"Contemporary South Africa",-,SEM,1,0,15,No,100.0,"2021-11-01 07:14:34.006571"
2710,SOCIOL,259S,"Contemporary South Africa",-,SEM,1,0,15,No,100.0,"2021-11-01 07:20:55.027356"
2710,SOCIOL,259S,"Contemporary South Africa",-,SEM,1,0,15,No,100.0,"2021-11-01 07:27:12.139860"
2710,SOCIOL,259S,"Contemporary South Africa",-,SEM,1,0,15,No,100.0,"2021-11-01 07:33:34.717545"
2710,SOCIOL,259S,"Contemporary South Africa",-,SEM,1,0,15,No,100.0,"2021-11-01 07:39:42.893683"
2710,SOCIOL,259S,"Contemporary South Africa",-,SEM,1,0,15,No,100.0,"2021-11-01 07:45:59.917773"
2710,SOCIOL,259S,"Contemporary South Africa",-,SEM,1,0,15,No,100.0,"2021-11-01 07:52:03.719091"
2710,SOCIOL,259S,"Contemporary South Africa",-,SEM,1,0,15,No,100.0,"2021-11-01 07:58:18.981358"
2710,SOCIOL,259S,"Contemporary South Africa",-,SEM,1,0,15,No,100.0,"2021-11-02 07:03:07.501808"
2710,SOCIOL,259S,"Contemporary South Africa",-,SEM,1,0,15,No,100.0,"2021-11-02 07:09:26.218269"
2710,SOCIOL,259S,"Contemporary South Africa",-,SEM,1,0,15,No,100.0,"2021-11-02 07:16:26.947141"
2710,SOCIOL,259S,"Contemporary South Africa",-,SEM,1,0,15,No,100.0,"2021-11-02 07:22:55.387127"
2710,SOCIOL,259S,"Contemporary South Africa",-,SEM,1,0,15,No,100.0,"2021-11-02 07:30:06.273803"
2710,SOCIOL,259S,"Contemporary South Africa",-,SEM,1,0,15,No,100.0,"2021-11-02 07:38:01.032364"
2710,SOCIOL,259S,"Contemporary South Africa",-,SEM,1,0,15,No,100.0,"2021-11-02 07:46:06.757839"
2710,SOCIOL,259S,"Contemporary South Africa",-,SEM,1,0,15,No,100.0,"2021-11-02 07:54:38.472606"
2710,SOCIOL,259S,"Contemporary South Africa",-,SEM,1,0,15,No,100.0,"2021-11-02 08:03:55.374993"
2710,SOCIOL,259S,"Contemporary South Africa",-,SEM,1,0,15,No,100.0,"2021-11-03 17:10:05.525965"
2710,SOCIOL,259S,"Contemporary South Africa",-,SEM,1,0,15,No,100.0,"2021-11-04 07:27:03.760158"
2710,SOCIOL,259S,"Contemporary South Africa",-,SEM,1,0,15,No,100.0,"2021-11-04 07:33:33.811196"
2710,SOCIOL,259S,"Contemporary South Africa",-,SEM,1,0,15,No,100.0,"2021-11-04 07:39:59.381173"
2710,SOCIOL,259S,"Contemporary South Africa",-,SEM,1,0,15,No,100.0,"2021-11-04 07:46:35.450560"
2710,SOCIOL,259S,"Contemporary South Africa",-,SEM,1,0,15,No,100.0,"2021-11-04 07:52:55.408976"
2710,SOCIOL,259S,"Contemporary South Africa",-,SEM,1,0,15,No,100.0,"2021-11-04 07:59:11.261577"
2710,SOCIOL,259S,"Contemporary South Africa",-,SEM,1,0,15,No,100.0,"2021-11-04 08:05:15.066317"
2710,SOCIOL,259S,"Contemporary South Africa",-,SEM,1,0,15,No,100.0,"2021-11-05 10:16:33.058209"
2710,SOCIOL,259S,"Contemporary South Africa",-,SEM,1,0,15,No,100.0,"2021-11-08 06:58:45.212074"
2710,SOCIOL,259S,"Contemporary South Africa",-,SEM,1,0,15,No,100.0,"2021-11-08 07:06:03.309398"
2710,SOCIOL,259S,"Contemporary South Africa",-,SEM,1,0,15,No,100.0,"2021-11-08 07:12:24.891474"
2710,SOCIOL,259S,"Contemporary South Africa",-,SEM,1,0,15,No,100.0,"2021-11-08 07:18:42.581899"
2710,SOCIOL,259S,"Contemporary South Africa",-,SEM,1,0,15,No,100.0,"2021-11-08 07:24:31.365629"
2710,SOCIOL,259S,"Contemporary South Africa",-,SEM,1,0,15,No,100.0,"2021-11-08 07:30:44.910647"
2710,SOCIOL,259S,"Contemporary South Africa",-,SEM,1,0,15,No,100.0,"2021-11-08 07:37:02.515695"
2710,SOCIOL,259S,"Contemporary South Africa",-,SEM,1,0,15,No,100.0,"2021-11-08 07:43:04.122450"
2710,SOCIOL,259S,"Contemporary South Africa",-,SEM,1,0,15,No,100.0,"2021-11-08 07:49:37.437225"
2710,SOCIOL,259S,"Contemporary South Africa",-,SEM,1,0,15,No,100.0,"2021-11-08 07:55:55.030571"
2710,SOCIOL,259S,"Contemporary South Africa",-,SEM,1,0,15,No,100.0,"2021-11-08 08:02:39.400408"
2909,SOCIOL,110,"Sociological Inquiry",-,Lecture,1,120,120,No,0.0,"2021-10-18 16:59:16.764452"
2909,SOCIOL,110,"Sociological Inquiry",-,Lecture,1,116,120,No,3.33333333333333,"2021-10-27 07:01:24.722197"
2909,SOCIOL,110,"Sociological Inquiry",-,Lecture,1,115,120,No,4.16666666666667,"2021-10-27 07:07:51.752472"
2909,SOCIOL,110,"Sociological Inquiry",-,Lecture,1,115,120,No,4.16666666666667,"2021-10-27 07:13:55.307170"
2909,SOCIOL,110,"Sociological Inquiry",-,Lecture,1,115,120,No,4.16666666666667,"2021-10-27 07:19:58.867528"
2909,SOCIOL,110,"Sociological Inquiry",-,Lecture,1,115,120,No,4.16666666666667,"2021-10-27 07:25:52.385372"
2909,SOCIOL,110,"Sociological Inquiry",-,Lecture,1,115,120,No,4.16666666666667,"2021-10-27 07:31:58.687511"
2909,SOCIOL,110,"Sociological Inquiry",-,Lecture,1,115,120,No,4.16666666666667,"2021-10-27 07:37:55.385351"
2909,SOCIOL,110,"Sociological Inquiry",-,Lecture,1,115,120,No,4.16666666666667,"2021-10-27 07:43:38.329139"
2909,SOCIOL,110,"Sociological Inquiry",-,Lecture,1,115,120,No,4.16666666666667,"2021-10-27 07:49:34.844829"
2909,SOCIOL,110,"Sociological Inquiry",-,Lecture,1,115,120,No,4.16666666666667,"2021-10-27 07:55:35.665488"
2909,SOCIOL,110,"Sociological Inquiry",-,Lecture,1,115,120,No,4.16666666666667,"2021-10-27 08:02:52.898511"
2909,SOCIOL,110,"Sociological Inquiry",-,Lecture,1,115,120,No,4.16666666666667,"2021-10-28 06:58:56.194145"
2909,SOCIOL,110,"Sociological Inquiry",-,Lecture,1,113,120,No,5.83333333333333,"2021-10-28 07:06:34.349212"
2909,SOCIOL,110,"Sociological Inquiry",-,Lecture,1,113,120,No,5.83333333333333,"2021-10-28 07:12:58.003564"
2909,SOCIOL,110,"Sociological Inquiry",-,Lecture,1,113,120,No,5.83333333333333,"2021-10-28 07:19:39.745577"
2909,SOCIOL,110,"Sociological Inquiry",-,Lecture,1,113,120,No,5.83333333333333,"2021-10-28 07:26:06.986124"
2909,SOCIOL,110,"Sociological Inquiry",-,Lecture,1,113,120,No,5.83333333333333,"2021-10-28 07:33:07.928704"
2909,SOCIOL,110,"Sociological Inquiry",-,Lecture,1,113,120,No,5.83333333333333,"2021-10-28 07:39:43.537928"
2909,SOCIOL,110,"Sociological Inquiry",-,Lecture,1,113,120,No,5.83333333333333,"2021-10-28 07:47:15.945762"
2909,SOCIOL,110,"Sociological Inquiry",-,Lecture,1,113,120,No,5.83333333333333,"2021-10-28 07:55:55.323405"
2909,SOCIOL,110,"Sociological Inquiry",-,Lecture,1,113,120,No,5.83333333333333,"2021-10-28 08:04:15.613783"
2909,SOCIOL,110,"Sociological Inquiry",-,Lecture,1,95,120,No,20.8333333333333,"2021-10-29 07:07:15.790906"
2909,SOCIOL,110,"Sociological Inquiry",-,Lecture,1,95,120,No,20.8333333333333,"2021-10-29 07:17:47.270299"
2909,SOCIOL,110,"Sociological Inquiry",-,Lecture,1,95,120,No,20.8333333333333,"2021-10-29 07:25:43.362359"
2909,SOCIOL,110,"Sociological Inquiry",-,Lecture,1,95,120,No,20.8333333333333,"2021-10-29 07:35:22.177149"
2909,SOCIOL,110,"Sociological Inquiry",-,Lecture,1,95,120,No,20.8333333333333,"2021-10-29 07:44:42.081239"
2909,SOCIOL,110,"Sociological Inquiry",-,Lecture,1,95,120,No,20.8333333333333,"2021-10-29 07:52:59.270655"
2909,SOCIOL,110,"Sociological Inquiry",-,Lecture,1,95,120,No,20.8333333333333,"2021-10-29 08:01:48.928874"
2909,SOCIOL,110,"Sociological Inquiry",-,Lecture,1,88,120,No,26.6666666666667,"2021-11-01 07:01:34.729112"
2909,SOCIOL,110,"Sociological Inquiry",-,Lecture,1,88,120,No,26.6666666666667,"2021-11-01 07:08:21.220213"
2909,SOCIOL,110,"Sociological Inquiry",-,Lecture,1,88,120,No,26.6666666666667,"2021-11-01 07:14:34.006245"
2909,SOCIOL,110,"Sociological Inquiry",-,Lecture,1,88,120,No,26.6666666666667,"2021-11-01 07:20:55.026977"
2909,SOCIOL,110,"Sociological Inquiry",-,Lecture,1,88,120,No,26.6666666666667,"2021-11-01 07:27:12.138316"
2909,SOCIOL,110,"Sociological Inquiry",-,Lecture,1,88,120,No,26.6666666666667,"2021-11-01 07:33:34.717149"
2909,SOCIOL,110,"Sociological Inquiry",-,Lecture,1,88,120,No,26.6666666666667,"2021-11-01 07:39:42.893135"
2909,SOCIOL,110,"Sociological Inquiry",-,Lecture,1,88,120,No,26.6666666666667,"2021-11-01 07:45:59.917216"
2909,SOCIOL,110,"Sociological Inquiry",-,Lecture,1,88,120,No,26.6666666666667,"2021-11-01 07:52:03.717937"
2909,SOCIOL,110,"Sociological Inquiry",-,Lecture,1,88,120,No,26.6666666666667,"2021-11-01 07:58:18.981008"
2909,SOCIOL,110,"Sociological Inquiry",-,Lecture,1,56,120,No,53.3333333333333,"2021-11-02 07:03:07.497888"
2909,SOCIOL,110,"Sociological Inquiry",-,Lecture,1,55,120,No,54.1666666666667,"2021-11-02 07:09:26.217676"
2909,SOCIOL,110,"Sociological Inquiry",-,Lecture,1,54,120,No,55.0,"2021-11-02 07:16:26.946755"
2909,SOCIOL,110,"Sociological Inquiry",-,Lecture,1,54,120,No,55.0,"2021-11-02 07:22:55.386490"
2909,SOCIOL,110,"Sociological Inquiry",-,Lecture,1,54,120,No,55.0,"2021-11-02 07:30:06.273274"
2909,SOCIOL,110,"Sociological Inquiry",-,Lecture,1,54,120,No,55.0,"2021-11-02 07:38:01.032006"
2909,SOCIOL,110,"Sociological Inquiry",-,Lecture,1,54,120,No,55.0,"2021-11-02 07:46:06.757155"
2909,SOCIOL,110,"Sociological Inquiry",-,Lecture,1,54,120,No,55.0,"2021-11-02 07:54:38.471951"
2909,SOCIOL,110,"Sociological Inquiry",-,Lecture,1,54,120,No,55.0,"2021-11-02 08:03:55.374256"
2909,SOCIOL,110,"Sociological Inquiry",-,Lecture,1,53,120,No,55.8333333333333,"2021-11-03 17:10:05.525114"
2909,SOCIOL,110,"Sociological Inquiry",-,Lecture,1,18,120,No,85.0,"2021-11-04 07:27:03.759664"
2909,SOCIOL,110,"Sociological Inquiry",-,Lecture,1,18,120,No,85.0,"2021-11-04 07:33:33.810445"
2909,SOCIOL,110,"Sociological Inquiry",-,Lecture,1,18,120,No,85.0,"2021-11-04 07:39:59.380802"
2909,SOCIOL,110,"Sociological Inquiry",-,Lecture,1,18,120,No,85.0,"2021-11-04 07:46:35.449870"
2909,SOCIOL,110,"Sociological Inquiry",-,Lecture,1,17,120,No,85.8333333333333,"2021-11-04 07:52:55.407585"
2909,SOCIOL,110,"Sociological Inquiry",-,Lecture,1,17,120,No,85.8333333333333,"2021-11-04 07:59:11.261000"
2909,SOCIOL,110,"Sociological Inquiry",-,Lecture,1,16,120,No,86.6666666666667,"2021-11-04 08:05:15.065428"
2909,SOCIOL,110,"Sociological Inquiry",-,Lecture,1,0,120,No,100.0,"2021-11-05 10:16:33.057845"
2909,SOCIOL,110,"Sociological Inquiry",-,Lecture,1,0,120,No,100.0,"2021-11-08 06:58:45.211680"
2909,SOCIOL,110,"Sociological Inquiry",-,Lecture,1,0,120,No,100.0,"2021-11-08 07:06:03.308703"
2909,SOCIOL,110,"Sociological Inquiry",-,Lecture,1,0,120,No,100.0,"2021-11-08 07:12:24.891124"
2909,SOCIOL,110,"Sociological Inquiry",-,Lecture,1,0,120,No,100.0,"2021-11-08 07:18:42.581478"
2909,SOCIOL,110,"Sociological Inquiry",-,Lecture,1,0,120,No,100.0,"2021-11-08 07:24:31.365022"
2909,SOCIOL,110,"Sociological Inquiry",-,Lecture,1,0,120,No,100.0,"2021-11-08 07:30:44.910265"
2909,SOCIOL,110,"Sociological Inquiry",-,Lecture,1,0,120,No,100.0,"2021-11-08 07:37:02.514880"
2909,SOCIOL,110,"Sociological Inquiry",-,Lecture,1,0,120,No,100.0,"2021-11-08 07:43:04.122116"
2909,SOCIOL,110,"Sociological Inquiry",-,Lecture,1,0,120,No,100.0,"2021-11-08 07:49:37.436500"
